# {"t_start": 1753442983.8811433, "env_id": "PctDiscrete-v0"} 
r,l,t
4.705556,19,2.46924
3.507778,18,3.06684
3.764444,19,3.786417
3.507778,16,4.332808
4.021111,18,4.924231
4.106667,19,5.694587
4.448889,20,6.416709
5.133333,24,7.295848
5.047778,21,8.087342
3.336667,15,8.595386
4.962222,22,9.468098
2.652222,10,9.835559
3.85,18,10.446811
3.85,18,11.208669
4.106667,18,11.780724
4.705556,20,12.44785
4.192222,19,13.164113
3.935556,18,13.846728
4.534444,18,14.548687
2.994444,14,15.136611
4.705556,22,16.006961
3.08,16,16.58599
4.62,20,17.4955
4.705556,18,18.14718
2.994444,15,18.686783
3.507778,16,19.422512
3.251111,18,20.095442
2.737778,14,20.704788
3.422222,15,21.387561
3.593333,19,22.119603
2.823333,14,22.650092
4.021111,17,23.306159
3.422222,19,25.263542
4.791111,26,26.32046
5.047778,22,27.121315
3.336667,19,27.889226
3.85,19,28.725801
2.994444,12,29.154201
3.507778,18,29.857105
5.732222,22,30.758286
3.507778,21,31.592549
3.935556,19,32.3277
4.192222,19,33.012384
4.876667,24,34.006643
3.764444,16,34.551044
5.475556,19,35.262755
3.764444,21,36.180323
4.62,22,37.006549
4.876667,25,38.067832
3.678889,17,38.653517
4.021111,17,39.246574
4.534444,21,40.192659
3.507778,15,40.765642
3.764444,18,41.367753
4.791111,23,42.383232
4.363333,22,43.085931
2.994444,17,43.792574
3.251111,17,44.370192
5.133333,21,45.089305
3.165556,14,45.708431
4.363333,18,46.456351
4.192222,19,47.1567
4.106667,18,47.973362
4.62,23,48.932059
4.962222,22,49.823274
3.251111,17,50.457409
2.823333,16,51.190951
4.534444,21,52.101635
3.935556,20,52.970371
3.336667,15,53.591616
1.796667,9,54.047461
3.251111,16,54.622264
4.962222,22,55.459653
5.475556,29,56.723721
2.908889,16,58.407433
1.796667,7,58.707415
2.481111,14,59.31132
4.021111,16,60.021188
3.85,17,60.629147
4.277778,21,61.581174
3.593333,16,62.271405
2.224444,10,62.677316
5.304444,19,63.535474
3.251111,17,64.248418
3.251111,17,64.921239
2.138889,9,65.358078
5.133333,24,66.305057
5.304444,27,67.443122
5.133333,26,68.405705
3.593333,19,69.104583
2.224444,13,69.763727
4.705556,29,70.925046
3.507778,17,71.784231
2.994444,15,72.386269
2.994444,16,72.986648
4.62,20,73.806674
4.106667,19,74.506099
3.251111,19,75.211948
4.106667,18,75.97935
3.85,16,76.581993
4.363333,17,77.286229
4.021111,22,78.256022
4.363333,19,78.99262
5.561111,21,79.936815
5.646667,25,81.02508
5.39,24,82.177056
4.534444,20,83.004644
4.791111,20,83.756714
3.08,15,84.481041
3.422222,16,85.084882
4.534444,20,85.826722
3.251111,17,86.58919
2.823333,21,87.414137
2.908889,16,88.141703
3.507778,18,88.895712
4.021111,17,89.541203
