# {"t_start": 1753519640.8452902, "env_id": "PctContinuous-v0"} 
r,l,t
3.678889,16,3.497108
4.106667,20,5.190198
4.534444,18,6.847567
5.047778,22,8.876485
3.935556,14,11.190202
4.277778,20,13.078289
4.448889,18,14.811419
4.534444,18,16.433659
5.047778,22,18.435369
4.876667,23,20.634484
5.133333,25,23.190242
4.192222,16,24.702909
4.106667,17,26.331303
4.192222,21,28.547762
5.732222,26,31.182661
3.935556,19,32.924461
5.218889,20,34.80905
3.507778,18,36.616478
1.967778,8,37.530877
4.962222,25,40.400247
4.277778,20,42.775527
5.218889,23,46.366615
3.251111,15,48.006429
3.764444,17,49.918939
2.737778,15,51.465738
4.106667,22,54.048656
4.192222,19,56.35194
5.218889,25,59.33903
4.62,23,62.055925
1.967778,8,62.933236
4.448889,18,65.012423
3.251111,16,66.876272
3.593333,17,68.81604
4.534444,26,71.377763
3.678889,18,73.467923
3.08,16,75.293835
3.935556,20,79.124719
2.566667,11,80.260219
4.192222,20,82.262822
3.251111,15,83.915125
4.962222,21,86.437558
3.85,18,88.425556
3.165556,14,89.961002
4.192222,21,92.458133
5.39,23,95.05782
4.192222,21,97.313488
4.277778,20,99.498455
4.106667,19,101.751174
3.336667,14,103.036215
3.422222,17,104.919041
4.021111,20,107.396098
5.304444,23,109.868624
4.791111,22,113.380436
4.192222,19,115.573653
5.39,24,118.409823
3.422222,16,120.365341
4.62,19,122.441865
3.336667,15,124.084651
4.192222,17,125.958819
3.08,15,127.500049
3.593333,16,129.134971
5.304444,26,132.023509
5.218889,24,134.709237
2.994444,14,136.473403
4.106667,19,138.543093
3.336667,16,140.307048
4.534444,19,142.600759
3.336667,12,144.93889
4.106667,19,146.925962
4.791111,24,149.844854
3.935556,21,152.114662
4.277778,22,154.685253
3.251111,14,156.262045
1.796667,10,157.367605
3.422222,14,158.88947
5.732222,22,161.326324
4.705556,20,163.521728
4.021111,22,166.138746
5.133333,25,168.908303
4.363333,19,171.17212
4.705556,20,173.384749
3.422222,13,174.784154
2.994444,16,176.470276
4.277778,17,179.707048
3.764444,17,181.530889
4.705556,22,184.208392
3.251111,14,185.675117
4.448889,21,188.083928
4.791111,20,190.469806
3.422222,22,192.734187
4.62,20,195.019839
4.62,18,197.070105
4.277778,18,198.980211
4.791111,24,201.768382
4.791111,18,203.882488
2.908889,16,205.73708
4.277778,18,207.691911
3.251111,15,209.230162
5.047778,20,212.66479
4.62,17,214.733428
3.593333,17,216.571544
4.106667,19,218.89486
4.62,20,221.193256
6.331111,27,224.078002
4.962222,22,226.606164
3.336667,14,228.134065
4.192222,18,230.201034
5.39,23,232.77434
3.08,12,234.058652
4.277778,19,236.260096
4.277778,19,238.351124
4.791111,22,240.628269
3.85,18,242.791237
3.165556,15,245.803908
4.277778,19,248.051198
4.192222,20,250.211869
3.935556,16,251.939378
4.962222,25,254.776804
3.422222,16,256.491355
4.192222,19,258.623379
3.336667,17,260.551709
5.047778,21,262.955041
5.304444,24,265.866714
3.336667,13,267.36034
4.448889,21,269.743991
4.192222,21,272.054234
4.021111,19,274.148729
4.534444,21,276.686201
4.192222,30,281.248218
2.395556,12,282.666637
4.192222,19,284.830954
3.165556,13,286.248062
1.882222,12,287.522047
3.507778,15,289.181319
4.192222,22,291.771465
5.047778,20,294.04298
4.448889,23,296.676747
4.363333,20,298.937688
1.796667,8,299.917678
3.507778,14,301.592333
4.021111,19,303.683744
1.882222,11,304.847213
4.448889,21,307.276024
2.481111,12,308.580072
4.277778,22,312.260769
3.764444,18,314.300489
4.106667,21,316.716094
4.962222,25,319.62128
3.507778,16,321.322999
4.021111,20,323.650142
5.304444,19,325.873647
4.021111,17,327.678131
2.31,13,329.157907
5.047778,22,331.687165
4.021111,21,333.953316
5.475556,25,336.912977
5.133333,23,339.536788
3.507778,14,341.349797
4.021111,17,343.201288
4.363333,20,346.744568
4.705556,24,349.507601
5.047778,21,351.734062
4.62,24,354.443105
3.85,18,356.344353
4.363333,23,358.923268
4.62,25,361.758341
4.277778,18,363.786237
4.277778,23,366.345673
5.39,22,368.780747
4.106667,19,370.924222
4.62,22,373.340149
5.39,29,376.695215
4.962222,21,380.205842
2.31,10,381.306377
6.502222,29,384.457847
3.593333,14,385.946491
4.876667,23,388.814896
3.764444,17,390.604358
3.678889,15,392.273657
4.363333,24,395.020024
4.106667,18,397.107325
1.625556,7,397.897452
3.85,19,400.199083
5.218889,24,402.816461
3.422222,16,404.595682
3.678889,19,406.791516
4.534444,18,408.747921
2.481111,12,410.109943
4.106667,17,413.330732
4.277778,20,415.44819
3.336667,14,417.047666
4.705556,21,419.499179
1.454444,9,420.56554
5.133333,22,423.052177
4.534444,20,425.270892
4.705556,20,427.434471
5.047778,25,430.409354
4.876667,19,432.462245
3.336667,16,434.196313
2.908889,12,435.785321
3.336667,16,437.53226
1.967778,11,438.752143
4.192222,17,440.807811
4.192222,17,442.687834
2.224444,11,443.89673
5.047778,28,448.239247
4.534444,21,450.50547
3.165556,17,452.358091
4.791111,25,455.341239
5.732222,22,457.980746
4.534444,22,460.562129
5.817778,26,463.293587
4.534444,22,465.813287
5.218889,20,467.969366
4.534444,22,470.639522
3.507778,17,472.512617
5.218889,25,475.290658
3.764444,16,477.07725
5.646667,26,480.993133
5.218889,22,483.52799
4.705556,20,485.773486
4.277778,17,487.772921
5.047778,23,490.492858
3.85,20,492.746443
4.876667,24,495.388304
4.791111,23,497.930638
3.593333,20,500.1862
4.791111,20,502.355078
4.021111,19,504.43856
4.534444,19,506.624177
4.791111,23,509.169156
4.363333,17,511.10574
2.652222,13,513.918122
5.218889,22,516.449249
5.304444,27,519.71205
4.705556,26,522.635518
4.534444,19,524.833602
5.133333,26,527.570267
5.39,23,530.169398
5.817778,25,532.84653
4.021111,18,534.870325
5.133333,22,537.266459
3.764444,18,539.238533
6.16,27,542.282841
2.395556,12,543.613606
4.106667,20,547.25007
3.678889,16,549.048844
4.277778,20,551.335282
4.791111,21,553.917111
5.047778,26,556.826888
5.475556,29,560.027601
4.021111,16,561.841512
5.218889,22,564.294877
3.85,17,566.099766
5.475556,26,568.948062
5.133333,25,571.866541
4.962222,22,574.260119
4.192222,15,576.030448
5.047778,24,578.710175
5.903333,23,582.689454
6.331111,27,585.780058
5.39,25,588.732074
5.475556,24,591.098012
5.218889,24,593.680566
4.448889,20,595.870816
6.331111,24,598.607381
3.935556,17,600.693765
5.304444,26,603.612179
4.705556,18,605.679918
4.705556,22,608.061479
4.448889,19,610.309309
5.304444,26,614.653866
4.705556,22,617.157845
5.988889,23,620.066774
4.192222,18,622.077765
4.962222,22,624.450532
5.903333,24,626.990252
5.475556,27,629.907811
5.903333,24,632.680878
5.39,24,635.501704
6.844444,26,638.300169
4.534444,24,641.091083
6.074444,27,644.208426
5.39,22,648.164599
5.304444,24,650.853983
5.817778,23,653.562176
5.218889,22,655.95584
4.876667,20,658.038442
5.646667,24,660.668899
4.962222,23,663.300078
5.304444,24,665.981683
6.331111,29,669.149085
5.047778,24,671.867459
6.587778,26,674.96186
3.678889,20,677.338712
5.133333,19,679.522886
5.988889,28,684.250392
5.732222,26,687.066696
6.416667,28,690.232414
5.646667,25,693.101302
5.047778,25,696.272574
5.561111,24,698.732496
5.047778,30,701.759394
5.39,26,704.452257
6.502222,28,707.50262
6.16,27,710.393311
5.817778,28,714.83377
6.074444,26,717.69342
5.304444,25,720.304832
3.593333,16,721.9561
5.218889,24,724.515145
4.705556,24,727.038648
6.844444,33,730.573871
5.561111,23,732.832686
5.646667,25,735.255574
7.186667,27,738.114034
4.62,20,740.181723
5.047778,27,743.151883
6.331111,23,745.549966
4.705556,28,749.817846
6.16,26,752.518658
5.047778,23,755.08314
4.962222,23,757.394037
5.133333,24,759.752313
6.502222,30,762.859498
4.962222,26,765.567171
5.133333,21,767.758999
5.304444,25,770.474376
6.245556,30,774.271073
6.93,30,777.960465
5.304444,23,780.499123
5.732222,24,784.658762
5.646667,28,787.856897
5.39,24,790.651579
5.817778,25,793.33826
3.935556,20,795.627309
6.502222,29,798.557469
5.133333,22,801.13736
6.331111,30,804.324241
6.416667,24,807.097547
7.015556,28,810.159527
4.705556,25,812.952426
6.16,28,817.534178
4.62,21,820.088881
5.817778,24,822.68481
5.817778,24,825.355721
6.245556,27,828.278044
5.988889,25,830.967166
6.758889,31,834.307178
5.988889,24,836.976639
6.074444,27,839.92353
4.106667,18,842.06596
6.502222,31,845.287269
5.047778,27,849.812489
4.534444,20,852.23276
6.245556,29,855.515357
6.074444,26,858.507147
7.015556,33,862.229529
5.988889,31,866.070643
3.593333,17,868.177349
5.39,23,871.018076
5.732222,28,874.529302
5.561111,22,877.114079
6.16,26,879.647324
6.245556,33,884.461839
5.732222,29,887.554122
5.988889,27,890.55308
5.39,26,893.30466
6.16,27,896.092329
5.218889,25,898.520558
5.903333,28,901.536673
6.16,30,904.87128
5.732222,27,907.736268
6.587778,27,910.633892
6.16,32,913.821484
6.673333,28,918.347218
5.047778,21,920.63047
6.245556,27,923.502026
5.817778,25,925.983111
6.074444,28,928.914122
6.074444,28,931.749916
5.988889,29,934.914265
7.101111,38,938.930214
6.16,25,941.499051
5.218889,25,944.021574
6.416667,24,946.370144
5.903333,31,951.132967
6.587778,28,953.948666
5.903333,26,956.656413
7.357778,31,959.860269
6.16,27,962.29704
6.16,25,965.10939
6.673333,32,968.357684
7.357778,34,971.907441
6.331111,29,974.816547
5.988889,24,977.229764
5.047778,23,979.546735
6.502222,28,983.944111
5.732222,26,986.700772
5.561111,26,989.405555
7.101111,33,992.619913
6.16,29,995.451365
6.331111,27,998.272902
7.443333,36,1002.047665
5.646667,25,1004.654648
6.758889,30,1007.61345
7.101111,28,1010.390596
7.101111,28,1013.401718
6.16,26,1017.406115
7.357778,34,1021.119112
6.587778,31,1024.348726
6.16,28,1026.901944
6.587778,34,1030.41582
6.245556,27,1033.214005
6.331111,27,1036.088592
5.047778,25,1038.54239
7.272222,34,1041.904644
5.732222,24,1044.547467
4.791111,21,1046.744566
6.587778,30,1051.403939
7.956667,38,1055.16487
