# {"t_start": 1753519640.8286114, "env_id": "PctContinuous-v0"} 
r,l,t
4.106667,22,3.990493
3.85,19,5.619584
5.047778,21,7.650069
4.705556,24,9.74277
2.566667,9,11.637649
1.454444,7,12.33117
4.534444,24,14.643484
4.363333,17,16.172902
3.336667,14,17.523409
3.85,17,18.992582
4.705556,25,21.400666
4.192222,19,23.371514
4.363333,22,25.447725
4.021111,17,27.323704
4.962222,18,29.077449
5.304444,25,31.495487
4.106667,20,33.383015
2.908889,13,34.65737
3.507778,19,36.532094
4.534444,22,38.974425
5.047778,23,41.633277
4.705556,22,45.234566
3.678889,17,47.234025
3.678889,17,48.987728
3.678889,16,50.711879
4.62,22,53.28103
5.047778,23,56.051262
2.395556,10,57.188181
4.192222,18,59.355437
3.507778,20,61.787026
5.218889,23,64.32129
3.251111,16,66.150948
5.218889,22,68.735417
3.593333,18,70.62918
4.363333,19,72.634356
2.823333,15,74.274031
2.908889,11,75.591288
3.593333,18,79.141734
2.31,11,80.256306
4.021111,18,82.118716
3.935556,16,83.882931
4.876667,20,86.233194
4.534444,20,88.451257
6.673333,30,91.883785
3.764444,16,93.66746
4.106667,18,95.707216
4.277778,17,97.546888
3.764444,17,99.426521
5.218889,22,101.939073
4.277778,21,104.01152
3.764444,18,106.070359
4.62,23,108.835997
3.08,11,109.978293
3.678889,17,112.947914
4.876667,22,115.487105
5.988889,25,118.421845
5.218889,23,121.067037
5.561111,22,123.573276
4.534444,24,126.171318
4.791111,18,128.067863
4.021111,22,130.31551
4.876667,23,132.941761
2.908889,14,134.536675
2.652222,12,135.877951
4.106667,17,137.875365
3.422222,15,139.568666
3.85,14,141.091921
2.566667,10,142.344309
5.817778,22,145.786829
3.422222,18,147.744692
3.935556,17,149.869317
2.31,14,151.392503
4.277778,22,153.826993
5.133333,26,156.83791
3.336667,15,158.47554
4.192222,18,160.518448
4.962222,22,162.857596
3.85,16,164.665679
5.218889,25,167.519221
3.678889,19,169.690249
4.705556,20,172.018401
3.507778,18,174.073517
3.336667,17,175.874645
3.764444,17,179.110018
3.764444,18,180.998285
3.85,18,183.078776
2.823333,12,184.484193
3.764444,15,186.136272
4.876667,21,188.455457
4.962222,27,191.631001
3.593333,17,193.366488
4.962222,22,195.98413
5.047778,20,198.198492
4.106667,19,200.208456
2.053333,11,201.606205
2.908889,14,203.09629
5.133333,21,205.657084
5.047778,23,208.088316
4.192222,21,210.411007
3.08,15,213.344829
4.62,24,216.027217
3.593333,22,218.752907
4.363333,21,221.111867
3.507778,15,222.727665
4.62,21,225.089762
3.935556,20,227.248858
4.363333,20,229.491139
4.277778,18,231.554893
3.08,14,233.046795
4.705556,23,235.714405
2.395556,13,237.188036
1.796667,8,238.011136
4.876667,21,240.199801
2.481111,11,241.595639
3.251111,16,243.40743
3.678889,15,246.366031
5.133333,24,249.155214
3.507778,16,250.840925
3.678889,17,252.710769
2.908889,14,254.347734
2.823333,11,255.497124
4.363333,23,258.06027
4.534444,23,260.674523
4.705556,21,263.171299
3.251111,16,265.157238
3.251111,16,266.897672
4.876667,22,269.347273
4.876667,22,271.883771
4.021111,17,273.671972
4.021111,21,276.040999
4.277778,18,279.51406
4.962222,20,281.726299
5.047778,19,284.045304
2.994444,15,285.646775
2.395556,12,286.919186
4.791111,20,289.141868
1.711111,8,290.008661
4.791111,25,292.920613
4.534444,24,295.72788
5.304444,22,298.156158
4.021111,17,300.161491
5.39,22,302.699753
4.277778,17,304.494453
4.534444,20,306.878352
4.021111,20,309.094079
3.422222,14,310.63046
3.935556,19,314.02194
3.251111,13,315.446878
4.62,23,318.014504
4.106667,18,320.160026
4.962222,22,322.575626
3.422222,16,324.567175
4.705556,20,326.719026
3.935556,17,328.652403
3.336667,19,330.807057
4.192222,20,332.96894
4.277778,17,334.952615
4.962222,23,337.642219
4.791111,23,340.239254
3.165556,17,342.276594
5.218889,21,345.958155
3.678889,18,348.03008
4.62,23,350.634581
4.534444,23,352.981608
3.764444,17,354.9831
4.62,19,357.11276
4.448889,20,359.426514
5.561111,27,362.312104
5.218889,25,365.182784
4.021111,22,367.532043
