# {"t_start": 1753442983.8853817, "env_id": "PctDiscrete-v0"} 
r,l,t
4.448889,18,2.45054
5.732222,23,3.202992
4.705556,18,3.840863
4.192222,22,4.646404
2.481111,11,5.020177
4.277778,17,5.690119
4.534444,24,6.561852
5.047778,23,7.476385
4.876667,24,8.273837
2.908889,15,8.78288
4.876667,23,9.699506
5.047778,23,10.539835
4.363333,20,11.345758
4.021111,18,11.903829
3.764444,16,12.44041
1.796667,7,12.706825
4.791111,24,13.626245
4.705556,21,14.465021
2.994444,14,15.053581
4.962222,24,15.927201
3.507778,17,16.581235
4.106667,16,17.342826
3.85,19,18.053365
3.935556,22,18.91217
4.106667,20,19.67244
2.481111,13,20.245158
3.165556,14,20.941884
3.336667,13,21.400219
5.732222,26,22.363556
3.678889,17,23.100688
4.791111,21,25.091997
3.336667,17,25.72028
4.277778,21,26.64408
4.534444,23,27.471462
3.507778,15,28.156056
2.566667,14,28.717033
2.908889,17,29.32412
4.106667,17,30.094235
3.85,21,30.909129
3.85,16,31.482584
4.021111,18,32.245087
4.277778,18,32.842805
5.903333,29,34.028243
4.962222,20,34.716135
4.192222,19,35.428798
4.363333,23,36.455169
5.218889,25,37.362223
3.422222,16,38.091857
4.106667,21,38.837543
4.192222,23,39.855841
4.791111,22,40.620803
4.62,18,41.285459
6.245556,28,42.417324
5.047778,21,43.098372
4.962222,24,44.016793
1.796667,9,44.36347
4.876667,23,45.190038
4.534444,21,46.07691
3.507778,21,46.920217
3.678889,18,47.722992
4.962222,21,48.568058
4.62,20,49.343275
3.935556,17,50.0191
3.593333,19,50.824639
4.448889,21,51.724017
3.764444,18,52.518481
4.192222,18,53.250172
3.422222,14,53.927905
4.448889,21,54.698912
4.534444,21,55.568075
4.448889,19,56.384867
5.646667,22,58.35264
4.277778,18,59.096818
4.962222,22,60.040635
2.994444,19,60.795473
3.935556,22,61.76334
3.507778,17,62.451714
1.625556,9,62.846137
2.224444,11,63.370493
3.85,17,64.084864
3.422222,13,64.568822
3.764444,20,65.424952
4.876667,28,66.538924
5.133333,26,67.639985
4.106667,19,68.374672
4.534444,19,69.080314
4.021111,17,69.840796
4.363333,15,70.502371
3.08,15,71.108023
4.448889,17,71.939792
4.106667,18,72.624289
5.304444,22,73.570258
4.277778,23,74.371237
3.08,14,74.872841
5.39,27,75.997661
3.85,20,76.768185
4.363333,19,77.662264
4.534444,20,78.440001
4.021111,21,79.243576
4.192222,16,80.053046
4.106667,19,80.845325
1.967778,10,81.260096
3.251111,15,81.993044
5.561111,28,83.184258
5.047778,26,84.298931
4.106667,17,85.018545
4.363333,16,85.581863
3.08,13,86.12271
4.876667,27,87.221013
4.534444,17,87.868344
4.363333,26,89.022839
4.448889,18,89.742062
5.218889,24,92.065288
3.507778,16,92.679864
4.62,22,93.653485
4.62,18,94.413682
2.652222,12,94.884365
5.304444,23,95.961589
4.962222,24,97.025597
3.935556,17,97.706996
4.192222,23,98.731738
4.192222,18,99.435341
3.422222,14,100.096829
4.021111,18,100.804445
4.277778,21,101.624546
4.705556,25,102.73464
3.251111,17,103.36649
2.908889,18,104.166697
5.39,25,105.172217
4.021111,15,105.762508
3.678889,15,106.455647
4.791111,25,107.423325
3.764444,21,108.308094
4.705556,24,109.270477
3.678889,15,109.90081
5.218889,23,111.021154
2.908889,15,111.628413
3.85,20,112.52517
3.678889,18,113.180342
4.277778,16,113.787355
4.106667,20,114.605591
4.705556,21,115.426857
3.507778,19,116.110383
5.218889,20,117.049845
5.304444,18,117.806162
3.935556,18,118.666172
4.62,17,119.315864
4.277778,22,120.260739
4.791111,24,121.404541
3.507778,13,121.995101
3.422222,16,122.618179
4.876667,23,123.696441
3.336667,19,125.661361
4.534444,20,126.571799
3.593333,15,127.193645
4.705556,24,128.178853
4.277778,18,129.03081
4.106667,16,129.662962
3.678889,17,130.295829
5.218889,23,131.324378
4.791111,21,132.215551
2.737778,14,132.890106
4.876667,20,133.715369
4.705556,21,134.566317
4.021111,19,135.543987
4.791111,22,136.387761
5.218889,22,137.39981
4.534444,19,138.199692
3.764444,18,138.8437
4.534444,18,139.661948
4.277778,23,140.513009
1.882222,9,140.83876
1.882222,9,141.30563
4.791111,22,142.198366
4.876667,21,143.096155
4.021111,18,143.843792
4.021111,19,144.616575
4.791111,21,145.521519
6.502222,28,146.62088
4.62,20,147.51294
4.534444,20,148.333075
3.507778,18,149.058881
4.192222,19,149.98381
5.218889,23,150.982016
4.705556,19,151.783643
6.502222,28,152.829339
3.678889,18,153.557028
3.593333,17,154.300798
3.85,15,154.912704
4.876667,20,155.732491
4.448889,20,156.588035
4.962222,24,158.595339
5.218889,23,159.68743
2.994444,15,160.286817
4.876667,25,161.424642
4.962222,17,162.062752
3.764444,17,162.671222
5.646667,26,163.882502
3.336667,19,164.590271
5.047778,24,165.616399
3.764444,19,166.379842
3.935556,17,167.046686
5.732222,26,168.263493
4.705556,20,169.077342
3.935556,18,169.883124
4.705556,24,170.84715
4.448889,19,171.832287
3.507778,17,172.463184
3.251111,17,173.164669
3.935556,18,173.910263
3.935556,18,174.639087
3.678889,15,175.259035
4.448889,21,176.162244
3.85,21,177.077329
4.021111,18,177.863177
4.277778,19,178.779138
3.336667,13,179.266306
5.047778,25,180.371108
3.507778,20,181.210721
4.962222,25,182.22446
4.876667,22,183.20521
5.561111,26,184.156566
5.732222,24,185.267027
3.336667,17,185.944269
4.448889,21,186.922971
4.021111,18,187.689537
5.475556,24,188.852428
3.678889,18,189.541176
4.876667,24,190.538948
4.021111,18,192.651612
4.62,20,193.513057
4.192222,18,194.213949
4.277778,20,195.15257
2.652222,12,195.728249
4.962222,23,196.794449
4.363333,21,197.620866
5.903333,22,198.60563
4.705556,24,199.702973
2.566667,13,200.228648
3.422222,14,200.878344
4.962222,22,202.095555
5.304444,21,203.07706
3.507778,19,203.922267
5.304444,22,204.849475
5.133333,23,205.811546
3.935556,22,206.683824
4.106667,17,207.317945
2.823333,12,207.934822
3.935556,22,208.841861
5.561111,27,210.087089
4.448889,20,210.899701
5.732222,25,211.8945
5.133333,25,213.006284
3.935556,19,213.739561
2.908889,14,214.418087
4.962222,18,215.194736
2.737778,12,215.611594
4.021111,16,216.36967
5.304444,28,217.555124
2.481111,10,217.975979
5.39,27,219.243872
4.962222,19,220.005171
4.962222,22,220.943668
2.908889,11,221.476435
3.935556,21,222.287204
3.251111,17,223.050131
4.962222,24,225.203015
5.133333,26,226.306898
5.133333,23,227.230446
4.705556,20,228.096563
4.62,23,229.009801
4.876667,26,230.244433
5.047778,21,231.094693
4.876667,22,231.99255
4.962222,18,232.843912
3.08,13,233.336153
4.876667,21,234.252405
4.876667,23,235.306184
4.448889,22,236.229866
5.475556,26,237.387337
5.047778,22,238.303131
5.39,27,239.538869
4.962222,24,240.533755
5.39,23,241.706387
4.106667,17,242.417761
5.988889,29,243.836387
5.047778,29,245.162519
6.502222,27,246.364207
6.673333,37,248.039173
4.791111,23,248.924482
5.646667,25,250.072303
5.304444,23,251.196229
5.561111,26,252.352204
5.732222,25,253.568326
4.192222,20,254.40836
