# {"t_start": 1753519640.8494658, "env_id": "PctContinuous-v0"} 
r,l,t
5.133333,22,3.973573
3.507778,18,5.46103
4.62,22,7.593016
5.39,25,9.794455
5.047778,21,12.930699
4.62,20,14.811585
2.823333,13,15.987707
5.561111,20,17.854242
5.133333,25,20.142612
2.481111,10,21.130299
2.652222,14,22.562123
4.791111,20,24.478804
5.133333,27,27.299781
3.507778,18,29.051734
3.935556,15,30.554902
2.823333,11,31.622318
2.053333,10,32.635103
3.507778,19,34.317186
4.363333,21,36.411548
3.764444,17,38.28507
4.62,22,40.795317
3.251111,15,42.481284
6.16,23,46.216837
4.021111,18,48.253188
3.251111,15,49.917817
4.962222,21,52.074417
2.31,13,53.672486
3.507778,15,55.573754
3.678889,21,58.056945
2.395556,9,59.058986
5.988889,28,62.391065
3.251111,16,64.189423
4.192222,21,66.512244
5.646667,24,69.348024
2.908889,16,70.913521
3.507778,19,73.038772
2.31,13,74.531244
4.106667,18,78.088533
3.935556,18,80.115633
3.678889,18,81.913732
4.705556,21,84.242653
3.165556,16,86.100199
4.962222,25,88.854109
3.336667,18,91.030717
1.197778,6,91.671212
3.507778,18,93.652164
3.422222,17,95.59604
3.336667,15,97.242169
2.31,9,98.175318
3.251111,16,99.932389
4.791111,24,102.563226
3.935556,20,104.694001
4.534444,23,107.47911
3.764444,19,109.529631
2.823333,13,112.128955
2.053333,10,113.182881
4.705556,19,115.329299
3.764444,21,117.819137
3.678889,18,119.994805
3.336667,17,121.874578
3.593333,16,123.650904
4.791111,29,126.799755
4.705556,18,128.646978
4.62,19,130.726852
4.192222,17,132.579899
2.652222,13,134.022587
1.112222,5,134.61256
4.192222,19,136.913221
4.876667,20,139.057967
4.106667,20,141.358831
2.823333,16,143.252474
4.962222,22,146.607898
3.507778,15,148.289274
4.705556,20,150.679094
2.908889,14,152.206447
3.85,16,154.008951
4.448889,23,156.703034
4.192222,18,158.696707
2.908889,14,160.271792
3.507778,17,162.114111
4.363333,17,163.922093
4.192222,19,166.233919
4.277778,17,168.066063
4.791111,24,170.764712
3.593333,16,172.636322
4.876667,21,175.046382
4.876667,19,178.32596
4.277778,24,180.987488
4.876667,31,184.556858
4.277778,21,186.964023
4.705556,21,189.458144
4.534444,22,191.808177
5.047778,20,193.897461
4.962222,20,196.256295
3.593333,19,198.380435
3.85,17,200.171603
4.62,21,202.71279
3.08,13,204.162479
2.994444,12,205.654408
4.192222,22,207.981908
4.192222,17,209.770822
4.448889,21,213.467789
3.935556,15,215.184607
5.732222,21,217.483045
3.336667,16,219.484553
4.277778,22,221.922608
4.791111,21,224.328126
4.962222,22,226.647937
2.652222,12,227.963786
2.994444,13,229.443463
4.962222,24,232.226716
4.021111,18,234.151886
4.534444,20,236.455836
5.218889,21,238.824939
4.534444,20,241.040504
4.962222,25,243.887552
4.192222,23,247.661741
4.962222,24,250.392623
4.62,19,252.520097
3.593333,17,254.43765
5.047778,19,256.467059
5.218889,23,259.195058
4.106667,20,261.404321
4.106667,22,263.959646
4.962222,24,266.802284
2.566667,10,267.91001
2.823333,15,269.646111
4.791111,21,271.948776
4.192222,18,273.95595
5.304444,26,277.060498
1.882222,8,279.120919
4.62,21,281.517529
5.133333,25,284.477387
6.16,26,287.269197
4.448889,21,289.554566
4.363333,26,292.506184
4.448889,21,294.99782
5.475556,27,298.014689
4.876667,24,300.946565
3.764444,18,302.868961
5.304444,24,305.510045
2.908889,18,307.641419
4.791111,20,309.917201
5.133333,26,314.012562
1.796667,9,315.035701
4.791111,21,317.375327
4.363333,18,319.480446
4.962222,22,321.899371
4.277778,20,324.340901
5.39,22,326.693029
4.962222,28,329.916575
4.876667,23,332.412404
3.764444,17,334.35089
4.021111,19,336.554045
4.534444,17,338.537152
4.363333,22,341.004565
3.251111,14,342.691622
4.363333,20,346.246159
5.475556,26,349.294778
4.448889,22,351.657661
4.192222,19,353.817446
4.962222,20,355.945161
1.967778,8,356.808597
4.62,23,359.483241
4.021111,18,361.416086
4.876667,22,363.856616
4.791111,21,366.274586
4.277778,19,368.309832
4.021111,19,370.542
5.047778,25,373.247197
4.021111,18,375.200984
5.047778,27,379.534124
3.935556,19,381.565065
2.566667,15,383.319232
2.481111,10,384.316178
4.448889,21,386.669977
3.422222,15,388.617988
4.192222,20,390.775296
3.85,19,392.805371
5.475556,27,395.939977
4.106667,23,398.583541
5.475556,29,401.900883
4.363333,19,404.021603
4.106667,19,406.239149
3.165556,17,408.092
3.935556,18,410.096349
5.218889,22,413.857185
4.448889,23,416.37728
5.561111,21,418.881311
3.935556,17,420.76732
4.534444,24,423.491659
5.988889,29,426.681371
4.62,23,429.455162
2.566667,14,430.937297
3.678889,17,432.823364
3.336667,16,434.626057
3.251111,16,436.506672
4.62,18,438.547018
5.218889,21,441.007612
2.737778,11,442.198944
5.304444,24,446.137866
2.138889,9,447.087991
4.277778,19,449.183985
4.791111,21,451.517618
4.534444,21,453.966947
4.363333,18,456.111552
4.534444,24,458.829434
5.218889,23,461.532348
5.646667,26,464.287983
4.363333,19,466.409305
4.021111,18,468.439755
5.304444,27,471.650295
3.08,14,473.167001
3.593333,15,474.8419
5.047778,24,477.492457
4.962222,25,481.366665
4.962222,23,484.001581
4.876667,22,486.548288
4.791111,25,489.453593
4.876667,22,491.963561
4.363333,18,494.105886
4.705556,16,495.737192
2.994444,13,497.115218
5.561111,22,499.650289
4.791111,19,501.712986
4.192222,19,503.745736
4.021111,24,506.502561
4.962222,19,508.63165
4.192222,21,511.025194
3.935556,20,514.573242
3.764444,18,516.720136
3.336667,17,518.73722
5.218889,19,520.958486
5.133333,22,523.377189
1.796667,10,524.588341
3.593333,23,527.039777
5.304444,21,529.368704
3.422222,16,531.053206
6.331111,27,534.030072
4.277778,23,536.531054
4.277778,19,538.658001
4.192222,18,540.77801
5.304444,22,543.11621
4.876667,25,547.334433
5.561111,24,550.068251
5.39,23,553.023797
5.646667,27,555.944903
4.363333,20,558.187344
2.566667,14,559.743734
4.534444,20,561.947357
2.652222,11,563.138365
4.106667,19,565.329798
3.593333,16,566.946535
3.85,17,568.777415
4.534444,20,571.125548
5.304444,24,573.82459
4.106667,18,575.923594
4.705556,28,580.241056
5.047778,24,583.143461
5.218889,24,585.87598
4.62,19,588.134232
3.593333,16,589.813903
4.106667,23,592.126199
4.363333,17,594.003596
5.304444,24,596.691148
4.876667,23,599.424716
4.791111,22,601.915475
3.85,20,604.221386
5.304444,23,606.7222
5.047778,21,609.082828
5.561111,23,611.692187
4.021111,18,615.215814
4.791111,22,617.929434
4.705556,21,620.355462
4.277778,19,622.474251
5.988889,28,625.475086
3.336667,16,627.200781
4.62,24,629.842481
5.133333,22,632.293779
3.678889,14,633.933622
4.791111,25,636.780365
5.561111,23,639.307453
5.903333,32,643.008901
5.133333,30,647.938514
4.534444,20,650.196912
6.074444,24,653.041238
5.304444,25,655.744401
6.074444,28,658.789377
5.817778,27,661.628455
5.39,26,664.748872
6.16,24,667.360245
5.732222,24,670.016403
4.791111,24,672.704768
5.39,29,676.27396
6.416667,24,679.001137
4.876667,25,683.366078
5.646667,25,686.105563
5.903333,29,689.364009
4.962222,24,692.145547
6.16,27,695.513975
5.988889,24,698.04752
6.331111,27,700.820307
5.646667,22,703.002037
4.876667,23,705.503563
4.363333,20,707.610864
5.903333,24,710.202689
6.331111,25,712.901397
5.304444,27,717.276041
3.85,18,719.168063
6.587778,27,721.948169
6.673333,29,725.015786
5.561111,24,727.661747
6.245556,28,730.563454
6.758889,25,733.037997
5.732222,22,735.143424
5.304444,24,737.675619
6.074444,30,740.794424
5.133333,23,743.320379
5.646667,23,745.746967
5.133333,22,749.297166
5.561111,21,751.66317
6.074444,25,754.246356
5.304444,26,756.975703
5.903333,32,760.255133
6.758889,27,763.018579
6.331111,28,765.863686
6.245556,31,769.06381
6.758889,31,772.605434
7.443333,31,776.844368
6.587778,33,780.508933
4.962222,21,784.381857
5.304444,23,786.916639
4.62,20,789.144113
5.732222,24,791.913794
6.587778,29,795.178849
6.331111,28,798.016158
6.844444,28,801.245998
6.074444,36,805.054197
6.673333,32,808.777088
5.646667,34,812.49266
5.561111,25,816.672508
6.245556,28,820.083555
5.646667,23,822.584578
5.475556,28,825.66738
5.988889,24,828.268733
6.673333,29,831.405483
5.732222,25,834.109926
4.705556,19,836.22526
5.047778,23,838.70708
5.561111,28,841.962809
5.732222,24,844.493751
5.988889,28,847.566732
5.561111,25,851.912382
5.304444,24,854.771404
6.416667,24,857.430501
5.133333,22,860.016268
5.133333,23,862.617532
5.988889,26,865.856928
5.133333,24,868.705315
4.876667,22,871.649958
6.331111,26,874.771824
5.561111,24,877.578468
5.988889,29,880.309086
6.16,31,884.987149
5.561111,25,887.634677
7.785556,33,891.299512
6.245556,28,894.164263
5.903333,24,896.684645
6.245556,27,899.443153
6.16,26,902.131189
6.587778,30,905.53437
6.245556,25,908.167376
