# {"t_start": 1753519640.7318196, "env_id": "PctContinuous-v0"} 
r,l,t
2.652222,12,3.251412
5.133333,23,5.179989
3.251111,11,6.139938
4.448889,21,8.174145
4.534444,19,9.820019
4.192222,18,12.563068
3.165556,18,14.359789
3.507778,16,15.817054
4.534444,21,17.780095
5.304444,27,20.272253
4.962222,22,22.518227
3.678889,16,24.01176
4.192222,18,25.784081
4.106667,19,27.841835
2.652222,14,29.155911
4.106667,21,31.299556
3.507778,15,32.731431
4.363333,20,34.576082
6.16,24,36.876303
2.908889,17,38.873005
4.62,19,41.093734
6.074444,28,45.297395
4.021111,17,47.325441
5.047778,24,49.848273
5.39,25,52.494573
4.192222,23,55.511902
3.08,17,57.373564
3.85,19,59.667999
3.593333,18,61.882764
2.566667,11,63.01782
3.422222,15,64.756242
4.534444,19,67.001306
4.448889,21,69.37502
5.047778,23,71.660794
3.422222,19,73.791014
4.277778,21,76.306213
3.165556,16,79.730826
4.534444,19,81.485946
4.106667,19,83.476455
4.534444,19,85.703566
4.534444,23,88.331085
4.705556,23,90.972182
4.534444,20,93.174613
5.047778,24,95.907759
5.133333,22,98.31434
4.962222,20,100.525059
2.138889,9,101.481182
4.705556,24,104.008379
3.422222,14,105.576759
3.935556,22,108.260769
4.876667,24,111.974392
3.336667,18,114.024904
3.935556,20,116.285248
4.363333,21,118.720669
4.705556,18,120.878769
5.047778,24,123.468408
3.08,12,124.821857
4.363333,24,127.450741
3.336667,20,129.519275
3.336667,17,131.391665
4.448889,19,133.48605
1.796667,8,134.342674
3.593333,16,136.381954
4.448889,17,138.180508
3.165556,14,139.758157
4.705556,24,142.60572
4.192222,22,145.967357
3.422222,16,147.721183
1.54,7,148.760705
4.876667,18,150.669091
2.823333,12,152.018203
3.764444,16,153.831352
5.218889,23,156.485042
2.481111,11,157.75987
3.764444,18,159.627992
4.962222,27,162.651098
3.507778,19,164.755759
4.876667,21,167.226739
5.39,25,170.050012
2.395556,10,171.25335
4.363333,22,173.724895
3.08,13,175.154643
2.994444,14,176.581698
2.566667,16,179.730917
2.224444,13,181.077848
3.507778,19,183.285125
3.678889,18,185.375067
4.277778,20,187.647285
4.277778,23,190.315119
5.304444,21,192.520577
4.363333,21,194.977301
4.791111,24,197.573637
3.507778,20,199.766047
4.021111,19,201.980853
4.705556,25,204.84857
4.705556,19,207.138138
5.817778,27,209.904515
4.534444,20,213.438873
4.277778,18,215.487533
5.047778,25,218.212429
2.224444,10,219.584305
3.593333,16,221.395707
3.422222,18,223.391892
3.764444,18,225.355501
3.935556,15,226.963709
5.903333,26,230.044416
5.646667,24,232.621267
4.705556,20,234.813193
5.047778,24,237.563014
5.39,25,240.211515
3.165556,16,242.077165
4.192222,21,245.808109
1.967778,9,246.747832
3.678889,18,248.897767
4.876667,26,251.729385
4.534444,23,254.367511
3.764444,18,256.248574
2.994444,18,258.263842
4.962222,24,261.024881
3.507778,15,262.761261
3.935556,17,264.741544
5.047778,22,267.363883
3.507778,20,269.674519
4.962222,19,271.74159
2.737778,16,273.513049
4.363333,19,275.547318
4.106667,21,279.383371
4.791111,20,281.623248
5.047778,20,284.058269
2.994444,16,285.72713
2.138889,11,286.911431
4.876667,22,289.320475
4.277778,21,291.773034
3.85,18,293.749122
3.422222,17,295.845078
4.705556,20,298.021107
5.218889,22,300.6826
4.106667,22,303.071656
3.678889,20,305.260825
1.368889,7,306.221526
4.192222,23,308.713243
3.251111,17,310.633839
3.422222,15,313.632563
3.935556,19,315.690529
3.593333,15,317.377965
4.534444,22,319.89364
5.304444,28,323.085267
4.363333,21,325.563226
4.791111,21,327.789962
3.85,16,329.573036
5.732222,25,332.414967
0.684444,3,332.796552
4.277778,22,335.221409
4.448889,19,337.545649
3.251111,15,339.207723
4.705556,23,341.983094
4.876667,20,344.255118
4.192222,23,348.114029
3.422222,15,349.830645
4.277778,19,351.862124
2.994444,12,353.059073
5.218889,22,355.641657
1.796667,8,356.443833
4.791111,26,359.536244
4.448889,18,361.425686
5.133333,23,363.989355
4.62,23,366.560808
3.336667,13,367.993596
4.363333,22,370.400025
3.764444,19,372.581933
5.133333,22,375.0643
4.876667,18,377.084729
4.962222,25,381.03907
3.678889,16,382.814449
2.053333,10,383.915753
2.908889,15,385.505864
4.106667,21,388.004724
3.336667,15,389.819191
5.133333,24,392.368224
4.021111,17,394.37851
4.363333,22,396.833188
3.507778,18,398.967275
3.593333,18,401.046806
4.962222,20,403.216523
4.277778,21,405.756978
5.39,26,408.552908
4.021111,20,410.785841
3.85,19,414.196758
3.935556,18,416.131041
5.475556,28,419.419193
5.218889,20,421.740246
4.62,24,424.485985
4.962222,21,426.668775
5.047778,28,429.946075
2.823333,13,431.428474
5.133333,24,434.032529
4.192222,17,436.081079
4.448889,18,438.124569
2.652222,15,439.790073
4.448889,17,441.763129
4.705556,20,443.99981
5.988889,26,448.109711
5.304444,25,450.788534
2.053333,11,452.094718
4.277778,16,454.012049
4.277778,18,456.01804
4.705556,20,458.401711
4.791111,21,460.91042
3.935556,17,462.708256
2.737778,15,464.317161
3.336667,18,466.348091
4.962222,27,469.354182
3.85,21,471.829127
4.791111,18,473.87343
4.962222,21,476.244525
5.133333,24,479.944313
1.967778,9,480.920661
4.106667,18,482.999206
4.791111,25,485.7793
4.705556,24,488.67785
3.593333,17,490.60282
4.705556,20,492.853697
5.218889,26,495.746413
3.764444,18,497.66478
3.764444,17,499.701231
3.08,17,501.462308
4.363333,18,503.471792
4.705556,23,506.084657
4.277778,25,508.841174
5.903333,27,513.273559
1.368889,7,513.980762
5.561111,28,517.323626
3.678889,18,519.458088
4.277778,18,521.542884
4.876667,26,524.488004
4.448889,19,526.528955
4.791111,22,528.853949
5.304444,19,530.981117
4.448889,18,532.955298
4.192222,19,535.067387
5.39,27,538.019766
5.39,22,540.559469
5.903333,28,543.62166
4.192222,19,547.180544
4.192222,21,549.493397
3.507778,15,551.248566
2.737778,12,552.721666
5.475556,22,555.30789
4.192222,21,557.632165
4.962222,25,560.384885
4.876667,22,562.782243
6.074444,27,565.868117
4.791111,26,568.6067
4.876667,24,571.434257
3.336667,18,573.397528
5.304444,27,576.4837
5.218889,21,578.827037
6.074444,25,583.059618
5.304444,27,586.113716
2.994444,12,587.511569
4.705556,22,589.925953
3.251111,15,591.385384
4.448889,20,593.59286
4.62,19,595.683268
5.047778,27,598.712666
5.133333,22,601.340949
3.422222,16,603.154752
6.416667,28,606.294696
4.791111,26,609.17297
5.646667,26,612.131537
5.304444,26,616.592318
4.62,25,619.67473
4.791111,21,622.078416
5.39,20,624.227075
3.422222,12,625.52403
6.758889,27,628.312098
5.988889,24,631.084251
5.732222,25,633.939947
5.304444,24,636.718707
5.39,25,639.388443
5.218889,29,642.735352
5.988889,23,645.414292
5.732222,25,649.731359
4.192222,18,651.832998
5.475556,23,654.36844
6.502222,30,657.617854
6.074444,23,660.153801
6.074444,28,663.209264
3.764444,18,665.396135
3.935556,20,667.582217
5.133333,25,670.308506
6.074444,26,673.271963
5.561111,21,675.935224
5.646667,25,678.624894
5.561111,21,682.712982
5.646667,29,685.875597
4.363333,20,688.015198
5.817778,27,691.259784
5.218889,24,694.151857
5.732222,26,697.138347
6.502222,26,699.865289
7.015556,33,703.115423
4.363333,19,705.184306
4.962222,22,707.532111
6.16,29,710.69817
5.646667,22,713.000037
5.39,20,716.594596
6.16,29,719.718617
6.16,31,722.99714
6.074444,27,725.72468
6.587778,27,728.721283
5.304444,25,731.255637
4.962222,20,733.21923
5.732222,29,736.080141
5.133333,23,738.478316
5.218889,26,741.181821
4.448889,19,743.350202
5.304444,27,746.167953
5.39,23,749.922861
5.817778,28,752.895379
6.673333,28,755.844328
4.962222,25,758.341246
4.192222,19,760.373029
4.705556,22,762.616557
5.646667,26,765.284128
5.817778,24,767.773958
5.047778,21,769.969152
6.416667,30,773.730559
5.39,28,777.241479
6.245556,25,780.053731
5.732222,27,784.556213
7.015556,37,788.667425
5.817778,25,791.583587
5.475556,24,794.161682
5.047778,27,797.097917
5.988889,28,800.161129
4.705556,20,802.370503
5.732222,27,805.282789
5.732222,27,808.437395
5.218889,24,811.086358
5.39,26,813.990919
5.39,27,818.446444
5.39,27,821.586787
6.074444,30,824.935754
6.416667,25,827.650265
4.962222,21,829.910327
5.732222,21,832.152209
5.732222,28,835.32938
5.732222,24,837.824053
5.561111,27,840.982574
5.646667,28,843.919887
6.331111,27,846.923837
6.074444,27,851.427233
5.475556,23,854.296802
5.817778,29,857.449978
6.844444,28,860.697667
6.16,30,864.10804
6.673333,29,867.760602
6.331111,29,871.560772
6.673333,31,875.265623
5.646667,22,877.786864
5.133333,21,879.773743
6.245556,24,883.428322
5.988889,26,886.424789
6.245556,28,889.497961
6.502222,30,892.618137
5.646667,24,895.221514
6.587778,34,898.54542
6.331111,26,901.248744
6.758889,27,904.14889
5.903333,28,907.306277
5.988889,27,910.13314
5.646667,27,912.900331
7.015556,32,917.813541
6.416667,26,920.576807
5.39,26,923.451391
6.758889,26,926.020615
6.245556,30,929.09492
5.988889,32,932.360137
6.758889,27,935.395312
5.817778,23,937.635982
5.304444,27,940.603466
5.561111,25,943.201481
7.186667,32,946.293201
5.561111,30,950.891923
5.903333,26,953.553422
5.218889,21,955.789389
7.272222,30,958.742247
7.785556,31,961.740374
5.561111,22,964.024046
5.646667,26,966.834047
5.218889,24,969.292885
5.218889,26,972.016264
7.101111,31,975.078585
6.844444,25,977.638008
5.988889,27,980.548995
4.962222,22,984.11852
6.074444,28,987.23543
5.903333,33,990.487073
6.502222,29,993.2503
5.304444,19,995.131122
6.758889,27,997.989546
6.502222,31,1001.255313
5.988889,28,1004.153538
6.331111,28,1006.92797
6.245556,28,1009.664511
6.16,27,1012.589864
6.331111,28,1015.480745
7.614444,33,1020.369154
6.93,35,1023.851624
6.416667,32,1027.000299
6.245556,28,1029.912636
6.587778,30,1033.011068
5.903333,27,1035.836109
5.988889,29,1038.747819
7.101111,29,1041.584431
6.245556,25,1044.18747
6.587778,30,1047.48458
6.93,27,1051.772042
5.561111,25,1054.296476
5.903333,25,1056.780611
5.133333,27,1059.382304
6.074444,26,1061.970994
6.758889,31,1065.06491
7.015556,33,1068.54412
6.587778,35,1071.953547
6.245556,27,1074.716741
5.817778,26,1077.569682
6.844444,26,1080.279791
6.93,31,1084.903552
7.785556,38,1088.745524
6.93,35,1092.143846
6.93,34,1095.524667
5.903333,23,1097.820919
6.844444,30,1100.93893
6.502222,30,1103.89247
7.871111,41,1108.05808
5.304444,26,1110.794829
6.16,25,1113.36738
6.416667,29,1117.670199
6.587778,29,1120.611207
5.646667,22,1122.834763
5.561111,24,1125.334832
6.758889,29,1128.075291
6.587778,29,1130.970394
6.245556,28,1133.686002
5.903333,26,1136.255582
6.074444,28,1139.103814
7.272222,35,1143.002794
7.186667,32,1146.386822
6.844444,31,1149.653908
7.101111,29,1153.738577
7.015556,31,1157.03391
6.758889,29,1159.707811
7.101111,27,1162.38203
6.673333,31,1165.401497
6.844444,29,1168.464891
5.988889,25,1171.309517
6.502222,26,1174.125556
7.272222,35,1177.993411
7.614444,35,1181.558392
5.732222,26,1185.295426
6.074444,25,1187.810328
6.245556,31,1190.964943
7.272222,30,1193.848657
7.785556,35,1197.129321
6.502222,30,1200.066685
6.758889,28,1202.884725
6.93,31,1206.060153
6.844444,31,1209.56659
7.7,32,1212.877476
6.93,29,1216.002414
7.443333,31,1220.158744
6.502222,30,1223.219393
8.298889,38,1226.830839
5.988889,25,1229.101886
8.213333,36,1232.856744
6.844444,30,1235.935272
7.186667,30,1238.977853
7.272222,32,1242.470545
7.528889,29,1245.300071
7.101111,33,1248.703222
8.127778,35,1253.361021
6.93,28,1256.160937
7.528889,33,1259.35381
