# {"t_start": 1753519640.838327, "env_id": "PctContinuous-v0"} 
r,l,t
1.711111,9,2.864302
3.251111,19,4.479286
3.336667,15,5.741915
3.935556,19,7.653728
2.31,14,8.868858
5.218889,25,12.245105
3.165556,18,13.959302
4.62,17,15.552424
4.192222,17,17.033735
4.277778,26,19.447347
4.876667,20,21.387675
5.218889,22,23.691425
3.593333,15,25.122686
4.876667,23,27.457431
3.593333,16,29.070481
3.507778,16,30.721839
4.534444,20,32.628435
4.106667,17,34.133995
4.277778,20,36.073402
4.106667,21,38.365227
4.106667,16,40.234091
5.133333,20,42.462419
5.475556,22,46.153413
3.764444,19,48.26501
3.935556,18,50.161732
2.823333,14,51.650199
4.363333,20,54.061984
3.593333,18,56.30162
5.903333,30,59.863164
3.507778,16,61.768434
3.764444,16,63.523957
3.593333,17,65.399691
5.475556,23,68.094121
4.876667,22,70.424512
4.962222,22,72.879391
4.021111,21,75.197023
4.106667,19,78.945717
3.85,16,80.544831
2.224444,13,81.928227
3.85,18,83.868954
3.85,16,85.739558
4.106667,19,87.851744
5.218889,23,90.555271
5.817778,23,93.105685
4.106667,19,95.256979
4.705556,21,97.505169
4.962222,22,99.943225
5.646667,22,102.371501
5.133333,23,104.813858
4.106667,19,107.202874
5.047778,22,109.537801
4.448889,23,113.19996
4.962222,23,115.826164
3.251111,13,117.319137
4.277778,20,119.835893
4.192222,19,121.900544
4.363333,19,123.928171
4.106667,20,126.164307
3.422222,17,127.958544
3.935556,20,130.024356
3.935556,17,131.942717
4.021111,16,133.678956
4.876667,23,136.476287
4.62,20,138.646686
4.277778,22,141.087247
5.561111,21,143.611644
4.448889,19,146.617151
5.047778,20,149.01103
4.62,19,151.116554
4.277778,17,153.03972
3.85,16,154.960474
4.876667,23,157.457567
4.106667,19,159.529441
1.283333,7,160.448085
3.593333,15,162.031663
3.422222,18,163.970222
2.823333,14,165.697475
4.363333,18,167.661222
3.678889,23,170.208523
1.796667,8,171.240251
2.737778,15,172.912798
4.277778,21,175.232077
3.935556,17,178.348104
3.593333,22,180.814837
3.336667,18,182.780318
2.652222,11,184.184554
3.593333,16,185.944516
6.331111,29,189.401572
5.561111,28,192.297493
4.62,21,194.584738
4.705556,20,196.913917
3.935556,15,198.578009
3.935556,15,200.183984
3.336667,15,201.967736
4.534444,19,204.144768
5.047778,25,207.128165
3.336667,17,208.874588
3.08,15,211.748488
4.363333,23,214.403533
5.39,23,216.975847
4.876667,23,219.644876
4.277778,19,221.823697
4.534444,22,224.358647
4.277778,17,226.11365
2.994444,13,227.612803
2.224444,8,228.447639
2.908889,18,230.571818
4.277778,18,232.511024
3.678889,22,234.98752
3.678889,16,236.797876
3.593333,18,238.824562
2.053333,10,239.848788
4.363333,20,242.14495
3.422222,13,243.553638
3.678889,15,246.552762
5.475556,24,249.328665
3.422222,16,251.062674
5.475556,24,253.807524
4.534444,18,255.760039
4.363333,16,257.468457
3.165556,14,259.207543
3.935556,16,260.917376
4.705556,22,263.430012
4.277778,19,265.793514
2.994444,13,267.253601
5.39,26,270.198269
4.192222,16,271.923263
4.705556,18,273.958535
1.283333,7,274.735877
2.823333,13,276.391662
3.678889,17,279.512795
3.935556,19,281.618312
5.304444,23,284.340063
4.791111,19,286.385711
4.448889,19,288.390303
4.62,18,290.53407
4.876667,20,292.809584
4.534444,22,295.388139
4.448889,19,297.505534
4.363333,19,299.728918
3.593333,15,301.514298
5.047778,21,303.771341
4.192222,20,306.123476
5.304444,23,308.604972
4.277778,22,312.275836
4.534444,24,315.010854
3.678889,13,316.44412
2.908889,14,318.020845
2.481111,16,319.884041
4.106667,18,321.904904
4.705556,21,324.488196
4.876667,22,326.822761
4.62,18,328.82911
5.732222,27,331.887554
4.62,17,333.755926
4.534444,22,336.334701
3.165556,17,338.37018
2.652222,15,340.066633
4.021111,20,342.417295
4.962222,21,346.066523
3.935556,17,347.995106
3.85,17,349.929565
4.962222,23,352.334617
3.678889,16,354.219542
3.85,16,355.980394
4.448889,23,358.497839
3.593333,15,360.250201
4.277778,18,362.196475
4.876667,22,364.657101
5.047778,26,367.519047
4.62,20,369.690186
3.08,18,371.790169
4.876667,22,374.163472
3.764444,18,376.325417
3.764444,17,379.348296
4.192222,21,381.775813
3.507778,16,383.570004
4.192222,18,385.421818
5.39,24,388.205895
4.106667,22,390.780047
3.165556,14,392.257192
5.047778,21,394.714295
3.935556,23,397.360952
4.534444,19,399.507079
2.737778,11,400.852941
4.448889,23,403.366265
5.047778,20,405.734848
5.218889,22,408.107789
3.764444,16,409.833187
2.823333,12,412.602145
3.165556,14,414.096468
3.593333,23,416.602782
3.935556,19,418.856775
3.507778,19,421.042963
4.534444,21,423.410206
4.705556,23,425.941927
3.764444,16,427.719634
3.251111,14,429.476507
4.62,20,431.655224
4.448889,22,434.043803
4.534444,22,436.612823
4.021111,19,438.753489
5.475556,24,441.559264
4.106667,17,443.426082
3.935556,16,446.483478
3.764444,16,448.251087
3.678889,14,449.737612
4.534444,20,451.983185
2.908889,14,453.651963
6.074444,27,456.820552
4.277778,21,459.38687
4.106667,18,461.319642
5.218889,21,463.567648
3.678889,17,465.505361
3.251111,16,467.144208
4.363333,23,469.840581
5.304444,24,472.600747
4.021111,19,474.763719
6.16,26,477.607447
3.678889,14,480.288073
4.534444,21,482.703615
3.593333,21,485.017653
3.935556,18,487.107555
2.652222,13,488.663868
5.561111,28,491.841351
4.277778,19,494.098423
5.133333,25,496.755835
3.85,18,498.645801
4.192222,22,501.185699
3.764444,19,503.172354
4.277778,19,505.409857
5.561111,28,508.529803
4.962222,22,511.038237
5.732222,22,514.874652
5.047778,23,517.512901
5.646667,26,520.584902
2.823333,14,522.178762
5.133333,24,524.931121
3.507778,14,526.430338
4.791111,20,528.538725
4.791111,18,530.554545
4.876667,23,533.043375
3.935556,16,534.868687
5.133333,26,537.61578
4.448889,20,539.86949
3.336667,16,541.725367
4.448889,18,543.684669
