# {"t_start": 1753442983.8768518, "env_id": "PctDiscrete-v0"} 
r,l,t
3.85,15,2.341102
6.16,30,3.291026
4.277778,19,4.02411
4.106667,17,4.658154
4.791111,25,5.625909
3.935556,16,6.170127
4.363333,19,6.889619
4.705556,20,7.657429
4.021111,22,8.405121
4.363333,17,8.959964
3.935556,18,9.711729
5.133333,24,10.575304
3.678889,14,11.192102
5.218889,22,11.898479
4.363333,22,12.613892
4.705556,20,13.388399
3.935556,17,14.040958
3.764444,21,14.933223
5.988889,26,15.907462
3.935556,15,16.463398
5.047778,26,17.582985
4.363333,22,18.428163
3.593333,16,19.100857
1.882222,10,19.476996
4.277778,18,20.231579
5.304444,24,21.240921
3.422222,18,21.965159
4.277778,26,22.988421
4.363333,25,25.123261
4.106667,24,26.145038
3.08,17,26.760998
4.106667,21,27.596968
5.218889,21,28.514914
3.935556,17,29.131771
4.448889,22,30.08079
2.994444,11,30.500563
2.566667,12,30.939861
3.593333,19,31.640642
3.251111,15,32.285836
4.962222,23,33.132878
3.336667,15,33.691159
3.764444,16,34.321894
4.962222,19,35.038467
4.448889,24,36.013794
3.507778,16,36.635503
4.791111,20,37.377103
3.336667,17,38.124596
4.277778,19,38.817255
3.251111,17,39.407967
5.732222,28,40.609077
4.192222,18,41.208395
4.021111,19,42.054244
3.935556,19,42.741923
4.534444,21,43.442006
4.962222,22,44.32731
4.962222,25,45.200037
2.395556,10,45.661134
1.967778,9,45.979246
4.277778,16,46.678732
2.395556,13,47.136917
3.251111,16,47.841434
3.507778,17,48.577049
3.593333,15,49.142096
1.625556,8,49.428666
4.363333,17,50.17146
5.646667,26,51.240817
3.336667,17,51.990203
3.935556,19,52.806199
4.277778,24,53.917158
4.363333,19,54.628556
3.678889,15,55.187784
3.507778,18,55.97671
3.336667,16,56.678766
3.08,16,58.363591
3.678889,17,59.077687
4.021111,17,59.790053
2.908889,15,60.391084
1.283333,7,60.638812
4.62,22,61.609546
3.678889,17,62.392947
4.277778,20,63.309467
4.021111,20,64.09227
3.85,15,64.699397
5.646667,23,65.612451
3.593333,15,66.197799
4.192222,17,66.912489
4.62,21,67.797734
3.251111,14,68.361533
4.277778,18,68.966688
4.277778,15,69.657546
5.218889,18,70.484697
4.277778,21,71.337562
4.962222,23,72.390065
3.678889,19,73.13599
3.251111,15,73.76344
5.047778,19,74.406295
4.106667,18,75.073257
2.823333,16,75.805505
2.138889,10,76.177433
3.935556,17,76.865058
2.652222,11,77.289418
1.967778,11,77.833366
4.363333,22,78.676669
5.304444,23,79.711581
4.021111,23,80.726287
4.534444,20,81.594661
6.074444,24,82.658901
3.336667,16,83.330204
4.62,20,84.2171
6.502222,32,85.424729
2.737778,14,86.06338
4.192222,19,86.794976
3.935556,16,87.420182
3.935556,13,87.900206
4.106667,20,88.807528
5.047778,21,89.689358
4.106667,20,91.841695
4.277778,20,92.632792
3.85,20,93.569022
1.625556,8,93.827628
4.106667,18,94.593195
5.047778,21,95.443044
3.764444,21,96.428152
4.363333,20,97.296311
4.534444,18,98.199871
4.62,18,98.832958
3.251111,16,99.544628
3.422222,15,100.21473
3.678889,14,100.684886
5.304444,22,101.608407
1.796667,10,102.0986
3.678889,14,102.683758
2.737778,13,103.171214
4.106667,15,103.729463
3.678889,18,104.532158
3.85,18,105.236341
3.678889,15,105.824903
1.112222,5,106.044176
5.646667,24,107.086273
4.705556,19,107.813513
4.363333,24,108.871659
3.336667,14,109.431173
4.363333,19,110.201698
4.534444,19,111.123017
4.448889,18,111.869722
5.133333,21,112.770087
4.192222,20,113.548911
4.106667,19,114.274082
3.336667,17,114.973391
2.481111,14,115.485098
2.908889,18,116.216273
4.962222,22,117.204265
5.39,22,118.088133
4.534444,24,119.131581
2.908889,10,119.566388
5.218889,23,120.6378
4.448889,19,121.539188
4.106667,22,122.421468
3.678889,18,123.282981
4.277778,21,125.386592
4.021111,20,126.20272
3.85,20,127.116259
4.791111,19,127.87457
3.764444,19,128.729068
4.192222,16,129.419649
4.876667,24,130.307259
3.422222,15,130.97061
5.646667,28,132.195022
4.534444,18,133.047609
5.133333,27,134.1367
4.705556,20,135.108197
2.224444,11,135.577205
4.448889,17,136.303512
5.304444,21,137.203633
3.764444,19,138.000363
4.705556,21,138.80863
4.106667,15,139.468121
2.823333,15,140.062688
4.363333,19,140.776269
5.561111,27,141.92892
3.507778,19,142.704394
5.133333,26,143.816608
4.363333,19,144.589211
4.277778,21,145.511633
4.021111,21,146.30425
4.876667,17,147.025219
4.791111,18,147.755773
4.876667,22,148.731579
4.021111,18,149.482951
3.507778,18,150.324284
3.764444,20,151.180312
6.16,29,152.350176
3.85,16,152.972198
4.62,22,153.890725
4.534444,18,154.660356
3.08,17,155.316587
4.363333,18,156.157934
4.962222,22,157.000462
4.192222,18,158.786925
3.593333,15,159.513829
4.021111,19,160.301266
